Lot.Area;Overall.Qual;Year.Built;Total.Bsmt.SF;Gr.Liv.Area;Full.Bath;Bedroom.AbvGr;Kitchen.AbvGr;Garage.Cars;Garage.Area;SalePrice
12444;8;2008;1932;1932;2;2;1;3;774;394617
12474;10;2007;1682;2332;2;3;1;3;846;426000
14803;10;2007;2078;2084;2;2;1;3;1220;385000
14948;9;2008;1452;2713;2;3;1;3;858;446261
12704;8;2007;1582;1582;2;3;1;3;905;317500
13891;8;2007;1710;1710;2;2;1;3;866;372402
13693;8;2007;2418;2464;2;4;1;3;650;417500
14418;9;2007;1950;1950;2;2;1;3;706;383000
13418;9;2006;1850;2748;2;4;1;3;850;390000
12539;10;2005;1620;2790;2;4;1;4;1150;460000
12151;9;2005;1414;2331;2;3;1;3;1003;379000
8899;8;2007;948;2088;2;4;1;3;656;250000
10574;8;2004;1148;2332;2;4;1;3;756;316000
12720;10;2003;2535;2470;1;1;1;3;789;615000
13688;9;2003;1572;2668;2;3;1;3;726;412500
10625;7;2003;998;2046;2;3;1;3;871;284000
10845;8;2003;1603;1575;2;2;1;3;732;284000
16900;8;2001;1479;2649;2;4;1;3;746;421250
16451;8;2003;1765;2690;2;4;1;3;795;370000
10110;9;2008;1858;1866;2;2;1;3;870;336860
8769;9;2008;1702;1702;1;1;1;3;1052;367294
12304;7;2005;1367;1367;2;2;1;2;484;192000
12677;8;2003;1518;1518;1;1;1;2;588;274000
8849;9;2005;1684;1684;2;2;1;2;564;266000
8232;9;2007;1800;1800;2;2;1;3;944;370967
6240;8;2006;1342;1342;2;2;1;2;550;234250
6240;8;2006;1342;1342;2;2;1;2;550;219500
2448;7;2003;764;1626;2;2;1;2;474;155000
2448;7;2003;764;1626;2;2;1;2;474;154000
8198;7;2004;1358;1358;2;2;1;2;484;207000
3940;7;2003;1415;1455;2;2;1;3;644;195000
3940;7;2004;1393;1576;2;2;1;3;668;219990
3182;7;2005;1346;1504;2;2;1;2;437;191000
3182;7;2007;1266;1266;2;2;1;2;388;159895
3710;7;2007;1146;1246;2;2;1;2;428;187687
9024;6;2004;789;1515;2;3;1;2;393;179000
7415;6;2004;839;1593;2;3;1;2;398;193000
9587;7;2005;856;1166;2;2;1;2;400;190000
8029;6;2005;728;1456;2;3;1;2;400;176000
8010;7;2002;840;1720;2;3;1;2;400;188000
8396;7;2003;847;1986;2;4;1;2;434;213000
7301;7;2007;1350;1358;2;2;1;2;484;217300
10261;6;2000;936;1792;2;3;1;2;451;186500
8220;7;2000;982;1892;2;3;1;2;431;226750
15384;7;2004;788;1490;2;3;1;2;388;184000
7750;7;2002;707;1414;2;3;1;2;403;176000
12460;7;1999;1037;2322;2;4;1;2;400;225000
8390;7;1999;831;1651;2;3;1;2;450;185900
9660;8;1997;1173;2199;2;3;1;2;516;284500
9200;8;1998;1470;2630;2;4;1;3;696;315000
14260;8;2000;1145;2198;2;4;1;3;836;250000
11000;9;2000;1519;2172;2;4;1;3;687;291000
11675;8;1998;1982;2006;2;2;1;3;938;350000
10990;7;1996;1064;2125;2;4;1;2;576;279500
11929;8;1995;1242;2501;2;4;1;3;751;290000
10437;8;1995;2109;2113;2;2;1;3;839;350000
10542;7;1993;1311;2418;2;3;1;3;983;341000
10010;7;1993;1080;2197;2;4;1;3;783;287500
10944;7;1994;1223;2127;2;3;1;2;525;271000
14303;8;1994;1986;1987;2;2;1;2;691;301500
11932;8;2007;1580;1580;2;3;1;3;830;235128
14598;6;2007;894;1933;2;4;1;3;668;214000
11957;8;2006;1574;1574;2;3;1;3;824;232000
13253;7;2006;1578;1578;2;3;1;3;642;240000
14587;9;2008;1498;1506;2;2;1;2;592;264132
10206;8;2007;1563;1563;2;3;1;3;758;245000
12274;7;2008;1417;1428;2;3;1;2;554;227680
9801;8;2007;1341;1861;3;3;1;3;851;257000
9428;8;2007;955;1874;2;3;1;3;880;297900
10037;8;2006;1460;1460;2;3;1;2;480;247000
8640;8;2007;1363;1372;2;3;1;2;588;212700
8640;7;2007;1372;1372;2;3;1;2;529;250580
11639;7;2007;1428;1428;2;3;1;2;480;182000
9803;7;2005;866;1768;2;3;1;2;603;226700
9375;8;2003;1053;1992;2;3;1;2;648;250000
10625;7;2005;1026;1958;2;3;1;3;936;250000
10800;8;2007;1034;2078;2;3;1;3;836;339750
8125;7;2007;813;1665;2;3;1;2;562;205950
10625;8;2007;1660;1660;2;3;1;3;660;256000
7500;7;2007;1218;1218;2;2;1;2;462;230348
8791;6;2003;864;1728;2;3;1;2;673;207500
7500;7;2004;1080;1080;1;3;1;0;0;141000
10110;6;2003;835;1696;2;3;1;2;542;188000
12774;7;2003;835;1663;2;3;1;2;478;192500
13072;6;2005;1175;1175;1;3;1;0;0;146000
13695;5;2004;1114;1114;1;3;1;2;576;159000
13695;6;2003;1114;1114;1;3;1;2;576;155000
8366;6;2004;798;1640;2;3;1;2;520;173000
9260;7;2007;1162;1162;2;3;1;2;483;170000
8453;6;1995;754;1609;2;3;1;2;525;182000
8480;6;1993;886;1680;2;3;1;2;474;163000
8125;6;1994;1408;1679;2;3;1;2;575;193500
14565;7;1994;832;1657;2;3;1;2;483;189000
8450;6;2001;827;1677;2;3;1;2;627;190500
8285;7;1992;836;1737;2;3;1;2;506;175000
7153;6;1991;1278;1294;2;3;1;2;496;179200
9291;6;1993;832;1710;2;3;1;2;506;187000
8012;6;1993;1604;1617;2;2;1;2;533;193000
7892;6;1993;1199;1199;2;2;1;2;530;153900
9100;5;1963;984;984;1;3;1;1;384;128000
12968;5;1962;912;912;1;2;1;1;352;144000
8100;5;1961;864;864;1;3;1;1;420;135000
8450;5;1968;890;890;1;3;1;1;308;115000
6360;5;1963;864;864;1;3;1;1;276;119916
6768;6;1961;912;912;1;3;1;1;288;142000
19508;6;1974;1430;1430;2;3;1;2;484;192000
10759;5;1972;1001;1641;2;4;1;2;490;140000
9205;6;1990;930;2683;2;4;1;2;473;290000
11025;9;1993;1848;2786;2;4;1;2;636;372500
4282;7;2004;1391;1391;2;2;1;2;530;196000
4017;7;2006;625;1250;2;2;1;2;625;171900
3435;7;2004;1235;1245;2;1;1;2;495;178000
3180;6;2005;600;1200;2;2;1;2;480;165000
3180;7;2007;689;1392;2;2;1;2;540;146000
3604;7;2007;689;1392;2;2;1;2;540;146000
2280;7;1999;744;1501;2;3;1;2;440;179400
2280;6;1999;744;1549;2;3;1;2;440;172900
4765;9;2000;1614;1638;2;2;1;2;495;300000
4538;9;2001;1310;1310;1;1;1;2;545;285000
4385;9;2001;1419;1419;1;2;1;2;588;290000
4109;9;1999;1557;1557;2;2;1;2;484;305000
5119;9;1999;1698;1709;2;2;1;2;506;328900
2160;7;1999;600;1252;2;2;1;2;462;160000
2160;7;1999;672;1404;2;3;1;2;462;170000
10646;7;2001;858;1789;2;3;1;2;546;223000
2645;8;1999;960;1586;2;3;1;2;480;170000
2645;8;1999;960;1607;2;3;1;2;480;200000
3951;10;1998;970;2393;2;2;1;2;846;345000
14963;8;1996;1260;1288;1;1;1;2;500;245500
11064;8;1995;1230;1239;1;1;1;2;477;217500
10846;8;1993;1719;1719;1;1;1;2;473;324000
11120;6;1984;1232;1232;2;3;1;2;516;162500
24572;9;1977;994;2944;2;3;1;3;864;150000
16280;8;1976;1426;1671;3;3;1;2;550;290000
7500;7;2002;952;1812;2;3;1;2;469;205000
10400;7;1970;1304;1682;2;3;1;2;530;174000
11104;6;1969;1427;1427;2;4;1;2;516;183000
11050;6;1968;1740;1740;1;4;1;2;512;150000
11040;6;1971;1258;1258;2;3;1;2;528;145000
15387;7;1967;1620;1620;2;4;1;2;578;215000
9750;5;1965;1625;1625;2;4;2;2;484;140500
10800;6;1974;1522;2614;2;4;1;2;624;240000
8814;5;1968;732;1464;1;4;1;2;470;141000
8872;5;1965;912;912;1;2;1;2;576;147000
8125;5;1965;912;925;1;3;1;2;576;135000
11072;5;1965;1728;1728;2;6;2;2;576;145000
13101;5;1965;1728;1728;2;6;2;2;576;142600
9246;5;1973;1656;1656;2;4;2;2;506;135000
13355;7;1971;825;1670;1;4;1;2;464;170000
8963;8;1976;1142;2715;3;4;1;2;831;299800
9120;6;1974;901;1876;2;4;1;2;540;185000
9130;6;1966;800;1632;1;4;1;2;484;173000
12122;7;1961;944;999;1;3;1;2;588;178400
9900;7;1968;832;1978;2;4;1;2;486;176000
7785;5;1956;0;1014;1;2;1;1;267;98000
8593;4;1957;907;907;1;3;1;1;352;109008
8475;4;1956;952;952;1;2;1;1;283;135750
8700;5;1963;1120;1128;2;3;1;2;525;155000
10175;6;1964;1425;1425;2;3;1;2;576;180500
9020;6;1966;1127;1165;1;3;1;2;490;174900
9200;6;1965;1136;1136;1;3;1;1;384;140000
8250;6;1964;1092;1092;1;3;1;2;504;145000
9350;5;1965;1219;1265;2;3;1;2;502;179900
9020;6;1964;1248;1350;1;3;1;2;520;168500
9900;5;1961;1114;1114;1;3;1;2;451;140000
10007;5;1959;1053;1053;1;3;1;1;312;145500
10721;6;1959;1252;1252;1;3;1;2;528;142000
12493;4;1960;1100;1100;1;3;1;1;312;141000
11332;5;1960;1118;1118;1;3;1;1;264;153000
6627;3;1949;0;720;1;2;1;1;287;72500
4130;3;1935;270;729;1;2;1;0;0;52000
7420;5;1939;991;1077;1;2;2;1;205;118000
4882;4;1937;348;906;1;2;1;1;231;87000
9600;5;1960;1296;1496;2;3;1;2;450;141500
9600;6;1950;1032;1252;1;3;1;1;288;119000
9600;5;1950;572;1337;1;3;1;1;264;141500
9600;6;1955;992;1661;1;3;1;1;377;165500
7584;5;1953;1036;1036;1;3;1;1;312;112900
13700;7;1965;864;1820;1;4;1;2;492;201800
10197;6;1961;1362;1362;1;3;1;2;504;163000
7875;5;1961;1144;1144;1;3;1;2;456;139950
8400;6;1962;1319;1537;1;3;1;2;462;174000
9150;6;1962;1099;1431;1;3;1;1;296;165000
14670;6;1966;1104;1988;2;4;1;2;480;227000
7390;5;1955;1098;1098;1;3;1;1;260;135000
9204;5;1963;1144;1144;1;3;1;1;336;124000
7763;5;1962;931;1283;1;3;1;2;506;140000
8856;5;1957;1176;1176;1;3;1;1;292;136500
9840;5;1959;1248;1440;2;2;1;1;480;185000
9120;6;1958;1261;1261;1;3;1;2;433;163000
13200;6;1958;1395;1570;1;3;1;2;441;166800
9000;6;1956;1196;1196;1;2;1;1;297;139000
11900;6;1957;1392;1392;1;3;1;2;458;166000
9464;6;1958;1080;1080;1;3;1;1;288;136000
10425;5;1956;1104;1104;1;3;1;1;384;133000
11556;5;1952;720;882;1;2;1;1;240;116000
9373;5;1953;1152;1152;1;3;1;2;636;137500
12774;5;1953;984;950;1;2;1;2;400;130000
14250;6;1957;998;1790;2;3;1;2;540;180000
7350;5;1951;952;952;1;2;1;2;840;139000
7677;5;1953;773;773;1;2;1;1;240;110000
8838;5;1957;0;1764;2;4;1;1;301;100000
8480;5;1947;832;1216;1;2;1;1;336;118500
12436;5;1957;1824;1824;2;5;2;2;484;146000
10122;4;1948;0;869;1;1;1;1;390;89900
7506;5;1925;747;1159;1;3;1;1;288;114000
10930;5;1945;913;1558;1;3;1;1;288;140000
5400;4;1940;672;672;1;2;1;1;308;86900
10836;5;1922;892;1436;1;3;1;4;1488;139000
10800;4;1900;0;1294;2;3;2;0;0;106250
9247;6;1962;858;1716;1;4;1;2;490;171000
10180;5;1968;912;1044;1;3;1;2;372;139000
11355;7;1958;1312;1312;1;3;1;2;495;186000
10920;6;1960;1253;1253;1;2;1;1;352;157000
12929;6;1960;1081;1081;1;3;1;1;401;148000
27650;7;1960;585;2069;2;4;1;2;505;242000
8892;5;1953;105;910;1;3;1;2;414;116000
7200;5;1951;876;876;1;2;1;2;576;94000
7200;5;1950;0;1048;1;3;1;2;420;98300
7910;5;1960;1075;1507;2;4;1;1;404;127000
8000;5;1959;1256;1256;1;3;1;1;311;159000
8000;5;1962;1027;1027;1;3;1;1;299;125900
7931;5;1960;1269;1269;1;3;1;1;308;155000
8064;6;1948;768;1320;2;3;1;2;576;138000
6390;6;1954;936;984;1;2;1;1;280;112500
7227;6;1954;832;832;1;2;1;2;528;105500
7200;6;1954;854;1278;1;4;1;1;240;127500
8513;5;1961;1800;1800;2;6;2;0;0;130000
7200;5;1955;768;1588;1;3;1;2;480;150000
7200;5;1954;825;825;1;2;1;1;350;109500
7056;6;1963;780;1796;1;4;1;2;483;140000
9760;6;1964;780;1611;1;4;1;2;442;167900
7590;5;1963;1117;1117;1;3;1;1;264;136870
9836;6;2008;192;1133;1;3;1;1;308;143000
5232;5;1925;680;764;1;2;1;2;504;73000
10440;5;1904;650;1539;2;3;1;2;686;157500
9184;5;1948;780;1323;1;3;1;2;400;122600
4800;5;1910;680;1360;1;2;1;1;330;111000
10440;6;1920;1510;2792;2;5;1;2;520;256000
4800;5;1940;672;672;1;2;1;1;256;64000
6000;6;1915;728;1456;1;4;1;1;308;139500
11426;4;1910;828;1594;2;3;2;0;0;118000
11426;7;2003;1362;2082;2;3;1;2;484;200000
7628;4;1940;801;1656;2;2;1;2;440;119164
7308;5;1920;936;1740;1;2;1;1;225;122250
5400;7;1920;931;1027;1;2;1;0;0;120000
10800;6;1940;884;1436;2;3;2;2;828;155000
6756;5;1910;481;899;1;2;1;1;200;78000
5914;5;1890;684;1080;1;3;1;0;0;95000
6000;5;1948;789;789;1;2;1;1;250;115000
12000;5;1948;924;1122;1;2;1;2;528;147000
9000;5;1946;904;1499;1;3;1;3;869;140000
7311;2;1946;407;407;1;1;1;1;297;46500
6000;5;1957;928;928;1;3;1;1;288;112500
6000;4;1954;901;901;1;2;1;1;281;107900
12205;3;1949;448;1588;2;5;1;0;0;65000
18386;7;1880;1470;3493;3;3;1;3;870;295000
9142;5;1900;797;1627;2;4;2;2;420;139500
12665;5;1915;876;1416;1;4;1;3;720;153900
5350;7;1920;624;1450;1;3;1;1;288;132000
4571;5;1916;624;1344;1;4;1;3;513;98000
9143;5;1900;346;1017;1;2;1;1;308;114000
9600;5;1920;973;2350;2;4;2;2;393;130000
9600;6;1917;735;2058;1;3;1;2;396;129500
6000;5;1905;572;1540;1;3;1;0;0;129400
9600;7;1928;689;1378;2;3;1;2;360;161000
10800;6;1905;482;1912;2;3;2;2;672;163000
6300;6;1914;742;1484;2;3;1;0;0;128000
5250;8;1872;684;2358;2;4;1;0;0;122000
5700;7;1926;572;1111;1;2;1;1;288;116900
13500;10;1893;1237;2775;3;3;1;2;880;325000
11340;2;1920;723;1086;1;2;1;2;400;55000
10800;7;1890;1313;2495;2;5;1;2;342;184000
9750;5;1959;984;984;1;2;1;1;308;110000
12150;5;1954;1050;1795;2;4;1;1;352;131500
12702;5;1956;0;882;1;2;1;1;308;97000
8516;4;1958;869;1093;1;2;1;1;308;115500
7111;5;1928;1008;1143;1;2;1;1;288;138000
7425;7;1945;672;1668;1;3;1;1;252;108000
9100;5;1930;742;935;1;2;1;1;308;79500
7010;5;1935;1024;1738;2;3;1;1;240;153000
6130;5;1924;784;784;1;2;1;0;0;109500
5000;5;1941;672;1210;1;3;1;1;240;124000
5870;6;1900;554;1290;1;3;1;1;200;106900
6000;6;1940;981;1672;1;3;1;1;240;164900
6000;5;1924;949;949;1;2;1;2;370;119000
6000;6;1929;862;1158;1;3;1;1;208;120000
6000;6;1937;825;1497;2;3;1;1;672;157000
6000;6;1939;739;1342;2;2;2;1;240;105000
5000;6;1926;992;1013;1;3;1;1;160;113000
5520;5;1920;565;1216;1;3;1;1;355;115000
5940;4;1946;0;896;1;2;1;1;280;79000
6240;4;1929;704;1136;1;2;1;1;336;123000
6120;5;1945;0;808;1;1;1;1;164;81300
6240;5;1930;1078;1573;2;3;1;2;360;162900
6240;7;1939;989;2009;2;4;1;2;400;150000
6120;5;1923;1100;1902;2;4;1;2;576;123500
6120;7;1931;952;1774;2;2;2;2;468;129900
6155;6;1920;611;1362;2;3;1;2;502;128000
6324;4;1927;520;520;1;1;1;1;240;68500
8635;5;1948;672;1285;1;2;1;1;240;127000
13053;6;1923;833;1848;1;4;1;2;370;207000
9120;7;1925;1026;1820;2;4;1;1;240;184000
9144;6;1915;810;1716;2;4;1;2;672;162500
9144;5;1940;883;1505;1;3;1;1;240;145000
10267;6;1918;816;838;1;2;1;1;275;130000
8094;6;1910;1242;1984;2;5;1;1;360;160000
5100;8;1925;588;1666;1;3;1;1;228;161000
4347;6;1910;796;1609;1;3;1;1;228;127500
6291;6;1930;768;768;1;1;1;2;440;93850
10266;6;1952;768;1536;1;4;1;1;308;136000
6876;6;1938;1272;1969;2;4;1;2;400;141000
10320;5;1915;880;1308;2;2;1;2;400;120000
7200;6;1925;1040;1040;1;2;1;2;320;127500
7006;6;1925;768;1236;2;3;1;1;384;127000
7920;6;1920;319;1406;1;3;1;0;0;89500
8235;5;1955;825;825;1;2;1;2;720;125000
5586;6;1920;901;1198;1;4;1;0;0;79900
10320;5;1912;451;759;1;1;1;2;576;85000
10320;3;1915;536;1344;2;3;2;0;0;82375
10320;6;1906;756;1469;1;3;1;1;216;135000
9488;5;1947;1046;1054;1;3;1;1;240;124000
8250;5;1968;952;1211;1;3;1;1;322;134000
21286;5;1948;720;1271;2;4;1;1;312;135000
17120;4;1959;0;1588;2;4;1;2;680;134432
10106;5;1940;644;1355;2;4;2;0;0;127500
11235;5;1963;981;1075;1;3;1;2;440;148000
11200;5;1965;1040;1040;1;3;1;1;384;129500
13014;6;1978;1008;1096;1;3;1;2;484;157500
7162;5;1966;876;904;1;3;1;1;408;109900
10265;5;1967;992;992;1;3;1;1;294;145000
9764;5;1967;894;894;1;3;1;2;450;130000
7703;6;1978;450;1034;1;3;1;2;504;153000
9981;5;1967;1073;1073;1;3;1;1;270;120000
7400;5;1984;1060;1126;1;2;1;2;506;152000
12900;4;1969;1198;1258;0;0;2;2;400;108959
12900;5;1920;1300;1140;1;3;1;2;400;95541
9000;5;1959;1006;1006;1;3;1;0;0;80000
8544;5;1966;1228;1228;1;3;1;1;271;149350
9239;5;1963;960;960;1;3;1;1;300;144900
14175;6;1956;988;1188;1;1;1;2;621;185000
13284;5;1954;1383;1383;1;3;1;1;354;165000
13500;6;1960;1602;1252;1;1;1;2;564;235000
13825;5;1958;533;1601;1;3;1;1;300;140000
10200;5;1940;672;672;1;2;1;1;240;108000
10532;5;1960;988;1721;2;3;1;2;626;145000
8375;5;1941;576;1350;1;2;1;3;627;152400
10200;5;1970;864;904;1;3;1;3;912;144000
2887;6;1996;1291;1291;1;2;1;2;431;173000
10005;7;1977;1160;2022;2;4;1;2;505;192000
20270;7;1979;1524;1524;2;3;1;2;478;245000
39104;7;1954;1385;1363;1;2;1;2;439;241500
53227;4;1954;1364;1663;1;2;1;2;529;256000
11512;6;1959;1019;1357;1;2;1;1;312;177000
5190;7;1948;570;1079;1;2;1;1;249;125600
10452;6;1953;1094;1094;1;3;1;2;495;155000
45600;6;1908;907;2358;3;5;1;2;360;240000
19550;5;1940;1580;1518;1;2;1;0;0;260000
21780;6;1918;1163;1674;2;4;1;2;396;185000
13728;6;1935;1127;2108;2;4;1;2;540;235000
9571;5;1956;1509;1509;1;3;1;1;322;159900
9350;5;1975;864;864;1;2;1;0;0;99600
9360;6;1962;621;1269;1;3;1;1;280;134500
8405;5;1900;861;1367;1;4;1;1;384;119000
7000;5;1910;1117;1347;1;3;1;0;0;107500
10880;5;1950;1164;1164;1;3;1;1;240;125000
9600;6;1924;572;1096;1;2;1;0;0;79000
9084;5;1941;616;1111;1;3;1;1;200;95000
11839;7;1990;1475;2329;2;4;1;2;514;262280
9771;6;1995;1077;2814;2;4;1;2;614;260000
9938;7;1994;1602;1626;2;3;1;2;534;226500
14171;7;1993;812;2200;2;4;1;2;453;225000
10541;7;1996;672;2037;2;3;1;2;472;229000
10616;7;2007;628;1356;2;3;1;2;484;177439
9345;8;2007;1615;1615;2;3;1;3;864;248500
11778;9;2008;2271;2276;2;3;1;3;1348;475000
11778;9;2008;1751;1766;2;3;1;3;874;395039
11228;7;1993;1080;2097;2;3;1;3;678;228000
11454;8;1995;1401;1511;2;3;1;3;811;225000
11500;6;1966;1182;1643;2;2;1;2;438;195000
12798;6;1997;616;1688;2;4;1;2;603;200000
9750;5;1994;990;990;1;3;1;2;528;155000
9525;5;1995;1099;1099;1;3;1;1;352;144000
9245;5;1994;990;990;1;3;1;2;672;145000
8696;7;1997;1418;1418;2;3;1;2;558;226001
13142;6;1997;864;1771;2;3;1;2;600;215700
8998;7;2000;782;1652;2;3;1;2;532;207500
9179;7;1999;873;1790;2;3;1;2;588;193000
8924;7;1998;880;1724;2;3;1;2;527;188000
9382;7;1999;1468;1479;2;3;1;2;577;191000
12803;7;2002;1494;1494;2;3;1;2;530;221000
12435;7;2001;963;1792;2;3;1;2;564;231500
12192;7;2000;928;1823;2;3;1;2;626;235000
11250;7;2001;920;1786;2;3;1;2;608;223500
9200;5;1975;938;938;1;3;1;1;308;130250
8385;5;1977;985;985;2;3;1;1;328;149900
12250;5;1978;864;1174;1;3;1;2;528;158000
10970;6;1978;940;1026;1;3;1;2;576;147000
9216;5;1975;1076;1076;1;3;1;2;576;143195
14330;5;1975;864;1558;2;2;1;2;440;163000
7990;5;1975;924;924;1;3;1;1;280;110000
7180;5;1972;864;864;1;3;1;1;352;127000
7200;5;1972;780;780;1;2;1;1;352;124900
9742;8;2002;1777;1795;2;3;1;2;534;230000
9473;8;2002;1128;2031;2;3;1;2;577;237000
10316;7;2000;992;1865;2;3;1;3;839;235000
10400;7;2001;1257;2161;2;3;1;2;570;230500
9066;8;1999;1004;1852;2;3;1;3;660;230000
11404;7;1998;1153;2031;2;3;1;2;541;222500
9240;8;2001;1055;2263;2;3;1;2;905;287000
9720;9;2001;1357;1947;2;3;1;3;725;274000
14860;8;2002;1778;1786;2;3;1;3;715;300000
11250;8;2002;1128;2290;2;4;1;2;779;255900
8158;7;2003;884;1768;2;3;1;2;543;224900
10905;7;2003;1129;2327;2;4;1;2;596;240000
7226;7;2003;798;1640;2;3;1;2;595;183000
11690;8;1999;850;1764;2;3;1;2;560;207000
8750;7;1994;915;1908;2;4;1;2;493;210000
4435;6;2003;848;848;1;1;1;2;420;136500
4426;6;2004;848;848;1;1;1;2;420;145000
13125;6;1997;1478;1493;2;3;1;2;508;208900
10126;6;1997;1838;1838;2;2;2;3;721;185000
9135;7;2002;1536;1536;2;3;1;2;532;214000
8450;7;2003;856;1710;2;3;1;2;548;208500
9750;7;2004;1445;1445;2;3;1;2;470;186500
8450;7;2004;1436;1436;2;3;1;2;484;210000
8320;7;2004;770;1582;2;3;1;2;520;185900
11049;8;2007;1234;1234;2;3;1;2;484;179900
11058;7;2007;1564;1564;2;3;1;3;814;218836
9627;7;2007;1351;1361;2;3;1;2;610;193000
8199;7;2005;728;1456;2;3;1;2;410;189000
4426;6;2004;848;848;1;1;1;2;420;149300
4426;6;2004;848;848;1;1;1;2;420;141000
4438;6;2004;848;848;1;1;1;2;420;149000
4438;6;2004;848;848;1;1;1;2;420;144500
8777;5;1910;796;796;1;2;1;0;0;85000
8777;5;1900;1272;2200;2;4;2;0;0;145900
9825;5;1966;1092;1092;1;3;1;1;264;123000
9937;5;1965;1256;1256;1;3;1;1;276;147500
12102;5;1976;456;1033;1;3;1;2;504;165000
6500;6;1976;1127;1127;1;3;1;2;480;135000
13907;5;1940;996;996;1;3;1;0;0;108000
10012;4;1972;1138;1181;2;3;1;2;588;137500
6931;7;2003;746;1656;2;3;1;2;397;165400
9638;6;1977;1029;1117;1;3;1;2;542;147000
7200;6;1976;684;1398;1;3;1;2;440;160500
7024;4;2005;1132;1132;1;2;1;2;451;176000
47007;5;1959;0;3820;3;5;1;2;624;284700
63887;10;2008;6110;5642;2;3;1;2;1418;160000
3675;6;2005;547;1072;1;2;1;2;525;148000
6040;4;1955;0;1152;2;2;2;0;0;82000
6012;4;1955;0;1152;2;2;2;0;0;82000
12108;4;1955;1440;1440;2;4;2;0;0;118000
6845;4;1955;0;1152;2;2;2;0;0;82500
6931;4;1955;784;784;1;2;1;0;0;91900
12180;5;1938;585;1053;1;2;1;0;0;120000
8050;5;1947;0;1137;1;4;1;0;0;96000
9520;4;1953;911;930;1;2;1;1;286;99000
11767;5;1946;768;1200;1;3;1;1;240;130500
8172;4;1954;941;1470;2;4;1;1;548;135000
16466;5;1955;816;1393;1;3;1;1;300;135500
7692;4;1954;416;1204;1;3;1;1;312;100000
5142;4;1923;949;1292;1;3;1;1;205;108000
5604;5;1925;864;864;1;2;1;0;0;98000
8248;3;1914;864;864;1;2;1;0;0;67000
5687;5;1912;780;1716;2;6;1;0;0;135900
12155;6;1925;672;1482;2;4;1;1;400;140000
8400;5;1939;720;2192;2;4;1;1;240;179500
8400;6;1925;1181;1694;2;4;1;2;576;136500
7290;7;1921;1228;1424;2;2;1;1;312;168000
8525;5;1911;940;1964;1;4;1;0;0;130000
9842;5;1921;612;2601;3;4;1;2;621;189000
7804;6;1930;960;1920;2;4;2;2;480;161900
8969;6;1926;644;1316;1;2;1;1;369;145000
11526;6;1922;588;2555;2;3;1;2;672;191000
15576;6;1915;840;1680;2;4;1;1;308;177000
15564;6;1914;676;1264;1;3;1;2;400;147500
6292;6;1930;768;790;1;2;1;1;160;91000
7609;8;1925;798;1512;2;3;1;1;180;231000
10480;6;1936;1064;1639;1;3;1;1;240;115000
9650;6;1923;784;1603;1;4;1;2;599;138000
7200;7;1931;776;1502;1;3;1;1;270;149000
11988;6;1934;715;1660;1;3;1;1;240;188700
11700;5;1937;942;1938;2;4;1;1;240;198000
9260;5;1938;884;1374;1;3;1;1;225;110000
7801;6;1951;1091;1091;1;2;1;1;344;104000
9670;8;1935;608;1873;1;4;1;2;786;257076
14100;8;1935;728;3447;3;4;1;3;1014;381000
15660;7;1939;798;1954;1;3;1;2;431;311500
12392;7;1950;832;2161;2;3;1;2;506;263400
26073;5;1956;1898;1898;2;3;1;2;484;236500
14778;6;1954;1296;1640;1;3;1;2;924;224000
1879;6;1980;516;1032;1;2;1;2;462;116500
1950;6;1980;716;1556;2;3;1;2;452;151000
7000;6;1926;894;919;1;2;1;1;195;126000
6000;6;1940;720;1090;1;3;1;1;240;120000
3636;4;1922;796;796;1;2;1;0;0;55000
5890;6;1930;816;816;1;2;1;1;432;120500
6900;5;1940;740;778;1;2;1;1;924;120500
8155;5;1930;780;1200;1;4;1;0;0;119000
6000;5;1967;624;1656;1;3;1;1;288;126000
7392;5;1930;520;912;1;2;1;1;360;99500
9000;5;1958;1151;1955;2;4;1;1;356;165500
14584;1;1952;0;733;1;2;1;2;487;13100
5280;4;1895;173;1361;1;2;1;1;185;89000
8500;4;1920;649;1317;1;3;1;1;250;40000
5150;4;1910;356;1049;1;2;1;1;195;80900
18000;3;1935;894;894;1;2;1;3;1248;81000
9000;4;1920;592;864;1;3;1;1;216;65000
5587;8;2008;1600;1652;2;2;1;2;482;392500
3843;8;2007;1596;1648;2;2;1;2;525;294464
3811;7;2004;1594;1646;2;2;1;2;482;250000
3842;8;2004;1594;1646;2;2;1;2;482;275000
23730;7;1996;1840;2032;3;3;1;3;786;300000
13265;8;2002;1568;1689;2;3;1;3;857;271000
11050;7;1996;910;1820;2;3;1;3;816;213000
9880;6;1977;1096;1118;1;3;1;1;358;171000
10125;6;1977;1196;1279;2;3;1;2;473;171500
10260;5;1976;0;1872;2;4;2;2;484;100000
9990;4;1991;1680;1689;2;3;1;2;432;228500
164660;5;1965;1499;1786;2;3;1;2;529;228950
4084;7;1986;1277;1501;2;2;1;2;512;241500
15498;8;1976;1565;2898;2;2;1;2;665;287000
11563;8;2006;1518;1537;2;3;1;3;788;294000
9520;8;2007;1638;1646;2;3;1;3;800;293077
12852;8;2007;920;1780;2;3;1;2;612;264966
9802;5;2006;352;1442;2;3;1;2;400;172500
9735;5;2006;384;1394;2;3;1;2;400;167500
